,countryid,datacategoryid,datatype,name,date,value_mean,value_median
160,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-12-01T00:00:00,17.833333333333332,18.0
161,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-01-01T00:00:00,18.78481012658228,20.0
162,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-02-01T00:00:00,13.544303797468354,14.0
163,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-03-01T00:00:00,19.658227848101266,20.0
164,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-04-01T00:00:00,12.705128205128204,12.0
165,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-05-01T00:00:00,13.69620253164557,14.0
166,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-06-01T00:00:00,10.443037974683545,10.0
167,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-07-01T00:00:00,7.730769230769231,7.0
168,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-08-01T00:00:00,9.179487179487179,9.0
169,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-09-01T00:00:00,6.227848101265823,5.0
170,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-10-01T00:00:00,11.60759493670886,11.0
171,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-11-01T00:00:00,15.012987012987013,15.0
172,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2018-12-01T00:00:00,14.936708860759493,16.0
173,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-01-01T00:00:00,13.759493670886076,15.0
174,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-02-01T00:00:00,8.151898734177216,8.0
175,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-03-01T00:00:00,11.620253164556962,13.0
176,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-04-01T00:00:00,12.79746835443038,13.0
177,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-05-01T00:00:00,12.820512820512821,13.0
178,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-06-01T00:00:00,11.205128205128204,12.0
179,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-07-01T00:00:00,6.883116883116883,6.0
180,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-08-01T00:00:00,9.243589743589743,9.0
181,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-09-01T00:00:00,9.564102564102564,9.5
182,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-10-01T00:00:00,17.91025641025641,20.0
183,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-11-01T00:00:00,20.40506329113924,21.0
184,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2019-12-01T00:00:00,16.064102564102566,17.5
185,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2020-01-01T00:00:00,12.155844155844155,12.0
186,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2020-02-01T00:00:00,15.573333333333334,17.0
